affector,target,strength
H6G84_RS12160,48,-0.3150149
H6G84_RS03495,48,0.14422084
H6G84_RS04575,48,0.1022935
H6G84_RS09500,48,0.12884012
H6G84_RS04225,48,-0.1431052
H6G84_RS05285,48,0.4300429
H6G84_RS13220,48,0.5457629
H6G84_RS01315,48,-0.113300495
H6G84_RS00730,48,-0.15182008
H6G84_RS09525,48,-0.576481
H6G84_RS12975,48,-0.13480097
H6G84_RS11960,48,-0.12194845
H6G84_RS02020,48,-0.14068054
H6G84_RS11200,48,0.16565263
H6G84_RS05575,48,-0.23006909
H6G84_RS06980,48,-0.19101675
H6G84_RS01390,48,-0.11294701
H6G84_RS08975,48,0.1193817
H6G84_RS04855,49,-0.5719083
H6G84_RS09745,49,-0.4995139
H6G84_RS05250,49,-0.1475395
H6G84_RS03180,49,0.45499778
H6G84_RS12160,49,-0.40161932
H6G84_RS03495,49,0.1033255
H6G84_RS09500,49,0.17596595
H6G84_RS04225,49,-0.37872475
H6G84_RS05285,49,0.5958658
H6G84_RS13220,49,0.32112142
H6G84_RS08775,49,0.10047339
H6G84_RS12285,49,0.22867498
H6G84_RS12560,49,0.13541216
H6G84_RS09525,49,-0.9644944
H6G84_RS02205,49,0.27557054
H6G84_RS11960,49,-0.34418535
H6G84_RS11200,49,-0.25335452
H6G84_RS05575,49,0.14408888
H6G84_RS08975,49,0.15194497
H6G84_RS04855,50,0.18129556
H6G84_RS09745,50,-0.16582516
H6G84_RS05250,50,0.1144235
H6G84_RS03180,50,-0.19129482
H6G84_RS12160,50,-0.38762632
H6G84_RS03495,50,0.11203738
H6G84_RS04225,50,0.14077847
H6G84_RS05285,50,-0.7599063
H6G84_RS13220,50,0.58733416
H6G84_RS00730,50,-0.36442602
H6G84_RS09525,50,0.102318086
H6G84_RS02205,50,-0.41065228
H6G84_RS11960,50,-0.14776123
H6G84_RS02020,50,-0.11624744
H6G84_RS05575,50,-0.6820237
H6G84_RS06980,50,-0.110920414
H6G84_RS01390,50,-0.15760487
H6G84_RS04855,52,-0.40746552
H6G84_RS09745,52,-0.13726783
H6G84_RS05250,52,-0.14641123
H6G84_RS03180,52,0.29237705
H6G84_RS12810,52,-0.102434054
H6G84_RS09500,52,-0.11246275
H6G84_RS04225,52,-0.27256405
H6G84_RS05285,52,0.5999771
H6G84_RS13220,52,-0.2424467
H6G84_RS00730,52,0.21076663
H6G84_RS12560,52,0.15598033
H6G84_RS09525,52,-0.16090728
H6G84_RS12975,52,0.18285146
H6G84_RS02205,52,0.18162188
H6G84_RS05575,52,0.3631024
H6G84_RS06980,52,-0.12827882
H6G84_RS12160,53,0.109146245
H6G84_RS13220,54,-0.10803091
H6G84_RS04855,55,0.29273716
H6G84_RS03740,55,0.11290402
H6G84_RS03180,55,-0.17233561
H6G84_RS12160,55,-0.4165014
H6G84_RS04575,55,0.2839487
H6G84_RS04225,55,0.2132332
H6G84_RS05285,55,-0.50126505
H6G84_RS13220,55,0.21550368
H6G84_RS00730,55,-0.4127249
H6G84_RS12560,55,-0.19767387
H6G84_RS02205,55,-0.27413574
H6G84_RS12820,55,0.21800749
H6G84_RS02020,55,-0.25284722
H6G84_RS11200,55,-0.3240832
H6G84_RS05575,55,-0.6441023
H6G84_RS01390,55,-0.13699646
H6G84_RS04855,56,-0.11046916
H6G84_RS09745,56,-0.18274236
H6G84_RS12160,56,-0.5182177
H6G84_RS03495,56,-0.418047
H6G84_RS09500,56,-0.10848949
H6G84_RS05285,56,-0.52013946
H6G84_RS09205,56,0.3997031
H6G84_RS13220,56,0.50528795
H6G84_RS02710,56,0.1201498
H6G84_RS12285,56,-0.16765739
H6G84_RS01315,56,0.17837478
H6G84_RS00730,56,-0.32164538
H6G84_RS09525,56,-0.2391035
H6G84_RS12975,56,-0.79645777
H6G84_RS02205,56,-0.21281064
H6G84_RS11960,56,-0.21763895
H6G84_RS12820,56,0.13013017
H6G84_RS02020,56,-0.18962587
H6G84_RS11200,56,-0.36213097
H6G84_RS05575,56,-0.6428142
H6G84_RS10655,56,0.19662079
H6G84_RS08975,56,-0.18939325
H6G84_RS04855,57,0.20702699
H6G84_RS09745,57,0.95086616
H6G84_RS03180,57,-0.12637988
H6G84_RS12810,57,0.21290226
H6G84_RS12160,57,-0.13243373
H6G84_RS04575,57,0.12539929
H6G84_RS09500,57,0.24704608
H6G84_RS04225,57,0.14808476
H6G84_RS05285,57,-0.8569538
H6G84_RS13220,57,0.22945951
H6G84_RS00730,57,-0.14787914
H6G84_RS12560,57,-0.15642247
H6G84_RS09525,57,0.85847807
H6G84_RS00560,57,0.16574523
H6G84_RS13040,57,-0.1761566
H6G84_RS02205,57,-0.26616517
H6G84_RS11960,57,0.7016518
H6G84_RS02020,57,0.17114237
H6G84_RS05575,57,-0.32044753
H6G84_RS06980,57,0.25366023
H6G84_RS01645,57,0.17054276
H6G84_RS01390,57,0.16940697
H6G84_RS12555,57,-0.26426065
H6G84_RS04855,58,-0.6642581
H6G84_RS09745,58,-0.68979615
H6G84_RS05250,58,-0.30387884
H6G84_RS03180,58,0.50499505
H6G84_RS12160,58,-0.22525452
H6G84_RS04225,58,-0.44257978
H6G84_RS09975,58,-0.12874943
H6G84_RS05285,58,0.9091853
H6G84_RS13220,58,0.56078434
H6G84_RS00730,58,0.16268684
H6G84_RS12560,58,0.11879406
H6G84_RS09525,58,-0.90389943
H6G84_RS00560,58,-0.12889545
H6G84_RS02205,58,0.33137134
H6G84_RS11200,58,-0.14004873
H6G84_RS05575,58,0.17401056
H6G84_RS06980,58,-0.25323266
